UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,FAXTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,F1SYSCOD,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE
215062,University of Pennsylvania,34th & Spruce Street,Philadelphia,PA,19104-6303,42,2,Amy Gutmann,President,2158985000, ,231352685,337800,1,www.upenn.edu,www.upenn.edu/admissions/,www.sfs.upenn.edu/,www.admissions.upenn.edu/apply/,npc.collegeboard.org/student/app/upenn,2,1,2,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,"Penn, U of PA, U-Penn, U of P, Pennsylvania, UPenn, Pennsylvania University, University of Pennsylvania, Wharton, Wharton School of Business",2,15,11,14,12,6,17,15,2,5,37980,1,428,-2,2, ,-2,42101,Philadelphia County,4202,-75.193618,39.951002
216339,Temple University,1801 North Broad Street,Philadelphia,PA,19122-6096,42,2,Neil D. Theobald,President,2152047000, ,231365971,337100,1,www.temple.edu,www.temple.edu/admissions,www.temple.edu/sfs,www.temple.edu/apply,npc.collegeboard.org/student/app/temple,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,14,14,11,4,15,15,2,5,37980,1,428,-2,2, ,-2,42101,Philadelphia County,4202,-75.158267,39.980943
132903,University of Central Florida,4000 Central Florida Blvd,Orlando,FL,32816,12,5,John C Hitt,President,4078232000, ,592924021,395400,1,www.ucf.edu/,www.ucf.edu/admissions/,finaid.ucf.edu/,https://admissions.ucf.edu/application/login.aspx?ReturnUrl=%2fapplication%2f,finaid.ucf.edu/NetPriceCalculator/,1,1,1,9,1,1,11,1,2,2,1,2,21,1,A ,-2,-2,-2,1,1,1,1,1,UCF,2,15,14,15,8,4,15,16,2,5,36740,1,422,-2,1,State University System of Florida,112090,12095,Orange County,1207,-81.198805,28.60106
134237,Full Sail University,3300 University Blvd,Winter Park,FL,32792-7429,12,5,Edward E. Haddock Jr.,CEO/Co-Chairman,4076790100, ,592111456,2362100,1,www.fullsail.edu,www.fullsail.edu/admissions,www.fullsail.edu/admissions/financial-aid,secure01.fullsail.com/enroll/,fullsail.studentaidcalculator.com/welcome.aspx,3,1,3,7,1,1,20,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,3, ,2,18,16,10,9,4,12,40,2,5,36740,1,422,-2,2, ,-2,12095,Orange County,1207,-81.301286,28.596546
390701,Everest University-South Orlando,9200 Soutpark Center Loop,Orlando,FL,32819,12,5,Stephen Guidry,Campus President,4.07851E+12,4078511477,330717605,149901,1,www.everest.edu/campus/south_orlando, , , ,www.Everest.edu/npc,3,1,3,7,1,1,20,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,3,Florida Metropolitan University-South Orlando,3,23,2,7,5,3,12,22,2,5,36740,1,422,-2,1,Corinthian Colleges Inc.,301230,12095,Orange County,1210,-81.426942,28.434702
207500,University of Oklahoma-Norman Campus,660 Parrington Oval,Norman,OK,73019-3072,40,6,David L. Boren,President,4053250311, ,736017987,318400,1,www.ou.edu,www.ou.edu,www.ou.edu/financialaid.html,www.ou.edu/go2.html,netprice.ou.edu/,1,1,1,9,1,1,11,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1,University of Oklahoma|Oklahoma University|OU|Oklahoma,2,15,11,15,13,4,16,15,2,5,36420,1,416,-2,2, ,-2,40027,Cleveland County,4004,-97.445692,35.208152
230782,Weber State University,3848 Harrison Blvd,Ogden,UT,84408-1137,49,7,Dr. Charles A. Wight,President,8016266000,8016266747,876000535,368000,1,www.weber.edu,weber.edu/admissions/,weber.edu/financialaid/,www.weber.edu/admissions/studentapplication.html,www.weber.edu/IR/NetPriceCalculator.html,1,1,1,7,1,1,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,WSU,2,19,13,7,5,3,15,22,2,5,36260,1,482,-2,1,Utah System of Higher Education,149020,49057,Weber County,4901,-111.94484,41.19258
186380,Rutgers University-New Brunswick,83 Somerset St,New Brunswick,NJ,08901-1281,34,2,Robert L. Barchi,President,7329321766, ,226001086,262900,1,www.rutgers.edu/,admissions.rutgers.edu/,studentaid.rutgers.edu/,admissions.rutgers.edu/ApplyNow/ApplicationsAndTheBasics.aspx,studentaid.rutgers.edu/npc/,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,"Rutgers, The State University of New Jersey|Rutgers, The State University|Rutgers University|Rutgers, New Brunswick Campus|Rutgers-New Brunswick Campus|Rutgers-New Jersey|Rutgers, The State University New Brunswick/Piscataway Campus|Rutgers, New Brunswick|Rutgers|RU|Rutgers, New Jersey",2,15,8,15,13,4,17,15,1,5,35620,1,408,-2,2, ,-2,34023,Middlesex County,3406,-74.45051,40.503796
190150,Columbia University in the City of New York,West 116 St and Broadway,New York,NY,10027,36,2,Lee C. Bollinger,President,2128541754, ,603800000,270700,1,www.columbia.edu,www.columbia.edu/content/admissions.html,www.columbia.edu/cu/sfs/index.html,admissions.columbia.edu/,www.studentaffairs.columbia.edu/finaid/npc,2,1,2,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,8,14,12,6,17,15,2,5,35620,1,408,-2,2, ,-2,36061,New York County,3610,-73.961885,40.808286
190594,CUNY Hunter College,695 Park Ave,New York,NY,10065,36,2,Jennifer Raab,President,2127724000, ,133893536,268900,1,www.hunter.cuny.edu,www.hunter.cuny.edu/admissions,www.hunter.cuny.edu/onestop/finances/financial-aid,www.hunter.cuny.edu/graduateadmissions/applying/degree-application/application-requirements/supporting-documents-submission,portal0.uapc.cuny.edu/uapc/public/fin_aid/financial_aid_estimator/FinAidEstimator.jsp,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Hunter | Hunter College,2,18,5,4,8,4,15,21,2,5,35620,1,408,-2,1,City University of New York,136010,36061,New York County,3612,-73.964795,40.768669
193900,New York University,70 Washington Sq South,New York,NY,10012-1091,36,2,John E. Sexton,President,2129981212, ,135562308,278500,1,www.nyu.edu, , , ,www.nyu.edu/admissions/financial-aid-and-scholarships/financial-aid-calculator.html,2,1,2,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,8,14,12,5,17,15,2,5,35620,1,408,-2,2, ,-2,36061,New York County,3610,-73.997264,40.729452
195809,St John's University-New York,8000 Utopia Pky,Queens,NY,11439,36,2,"Rev. Joseph L. Levesque, C.M.",President (Interim),7189906161,7189905723,111630830,282300,1,www.stjohns.edu,www.stjohns.edu/admission,www.stjohns.edu/services/financial,www.stjohns.edu/admission/undergraduate/apply,www.stjohns.edu/services/financial/netprice.stj,2,1,2,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,17,10,18,10,4,16,16,2,5,35620,1,408,-2,2, ,-2,36081,Queens County,3605,-73.795301,40.721979
196097,Stony Brook University,310 Administration Building,Stony Brook,NY,11794,36,2,Samuel L. Stanley,President,6316326000, ,146013200,283800,1,www.stonybrook.edu,www.stonybrook.edu/sb/admissions.shtml,www.stonybrook.edu/finaid/,www.stonybrook.edu/ugadmissions/applying/applyonline.shtml,www.stonybrook.edu/finaid/,1,1,1,9,1,1,11,1,2,1,1,2,21,1,A ,-2,-2,-2,1,1,1,1,1,SUNY Stony Brook |State University of New York at Stony Brook,2,15,8,14,13,5,17,15,2,5,35620,1,408,-2,1,State University of New York System,136040,36103,Suffolk County,3601,-73.123595,40.913138
220978,Middle Tennessee State University,1301 East Main Street,Murfreesboro,TN,37132,47,5,Dr. Sidney A. McPhee,President,6158982300, ,626005794,351000,1,www.mtsu.edu,www.mtsu.edu/admissn/,www.mtsu.edu/admissn/fin_admissn.php,www.mtsu.edu/applynow/,www.mtsu.edu/financialaid/npcalc/npcalc.htm,1,1,1,9,1,1,12,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,17,10,15,10,3,15,16,2,5,34980,1,400,-2,1,The State University and Community College System of Tennessee,147010,47149,Rutherford County,4704,-86.362094,35.849139
150136,Ball State University,2000 University Ave,Muncie,IN,47306,18,3,Dr. Jo Ann M. Gora,President,7652891241, ,356000221,178600,1,www.bsu.edu,www.bsu.edu/web/admissions/,www.bsu.edu/finaid,cms.bsu.edu/admissions/undergraduateadmissions/applynow,cms.bsu.edu/admissions/scholarshipsandfinancialaid/netpricecalculator,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,BSU|Ball U,2,16,13,15,10,4,16,16,2,5,34620,1,294,-2,2, ,-2,18035,Delaware County,1806,-85.408863,40.198942
169248,Central Michigan University,106 Warriner Hall,Mount Pleasant,MI,48859,26,3,George E. Ross,President,9897744000,9897741408,386004447,224300,1,www.cmich.edu,https://www.cmich.edu/admissions,https://www.cmich.edu/ess/OSFA,https://apply.cmich.edu,netconnect.cmich.edu/netpricecalculator,1,1,1,9,1,1,11,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,17,13,18,10,4,16,16,2,5,34380,2,394,-2,2, ,-2,26073,Isabella County,2604,-84.775275,43.591137
238032,West Virginia University,"Stewart Hall, 1500 University Avenue",Morgantown,WV,26506-6201,54,5,E. Gordon Gee,President,3042930111,3042935883,556000842,382700,1,www.wvu.edu/,adm.wvu.edu,www.finaid.wvu.edu,apply.wvu.edu/,www.finaid.wvu.edu/net_price_calculator,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,WVU,2,16,11,14,10,4,16,15,1,5,34060,1,390,-2,1,West Virginia Higher Education Policy Commission,154080,54061,Monongalia County,5401,-79.953926,39.63468
125231,Walden University,"100 Washington Avenue South, Suite 900",Minneapolis,MN,55401,27,4,Cynthia Baum,President,8009253368,6123385092,650353783,2504200,1,www.waldenu.edu,www.waldenu.edu/Admissions.htm,www.waldenu.edu/Tuition-and-Financial-Aid/Federal-Financial-Aid.htm,www.waldenu.edu/Admissions.htm,www.waldenu.edu/Tuition-and-Financial-Aid/NetPriceCalculator.htm,3,1,3,9,1,1,12,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,17,17,18,5,6,15,16,2,5,33460,1,378,-2,1,Laureate Education Inc.,302810,27053,Hennepin County,2705,-93.265731,44.98137
174066,University of Minnesota-Twin Cities,100 Church Street SE,Minneapolis,MN,55455-0213,27,4,Eric W. Kaler,President,6126255000, ,416007513,396900,1,www1.umn.edu/twincities/index.php,www1.umn.edu/twincities/admissions.php,onestop.umn.edu/finances/financial_aid/index.html,www.uofminn.org/10477/login.asp,npc.collegeboard.org/student/app/tcumn,1,1,1,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,13,5,15,15,1,5,33460,1,378,-2,1,University of Minnesota,127020,27053,Hennepin County,2705,-93.235352,44.977886
413413,Capella University,"225 South 6th Street, 9th Floor",Minneapolis,MN,55402-3389,27,4,Scott Kinney,University President,8882273552,6129775060,411717955,3267300,1,www.capella.edu,www.capella.edu/admissions/,www.capella.edu/tuition-financial-aid/,portal.capella.edu/appCenter.html,www.capella.edu/tuition-calculator/,3,1,3,9,1,1,11,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,17,14,18,5,6,15,59,2,5,33460,1,378,-2,1,Capella Education Company,300770,27053,Hennepin County,2705,-93.268714,44.976186
240453,University of Wisconsin-Milwaukee,2200 E Kenwood Blvd,Milwaukee,WI,53201-0413,55,3,Michael R. Lovell,Chancellor,4142291122,6082630544,396006492,389600,1,www.uwm.edu,www4.uwm.edu/admission/,www4.uwm.edu/financialaid/,https://apply.wisconsin.edu,www4.uwm.edu/financialaid/calculator/NPC/,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,UWM,2,16,11,15,11,4,15,15,2,5,33340,1,376,-2,1,University of Wisconsin System,155010,55079,Milwaukee County,5504,-87.880488,43.076848
133669,Florida Atlantic University,777 Glades Rd,Boca Raton,FL,33431-0991,12,5,Dennis J. Crudele,Interim President,5612973000, ,650385507,148100,1,www.fau.edu/,www.fau.edu/admissions/,www.fau.edu/finaid/,www.fau.edu/admissions/Apply_Online.php,www.fau.edu/admissions/npcalc.htm,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,FAU,2,16,14,18,6,4,15,16,2,5,33100,1,370,-2,1,State University System of Florida,112090,12099,Palm Beach County,1222,-80.102293,26.372536
133951,Florida International University,11200 S. W. 8 Street,Miami,FL,33199,12,5,Mark Rosenberg,President,3053482000, ,596001874,963500,1,www.fiu.edu,admissions.fiu.edu/,finaid.fiu.edu/,www.fiu.edu,www.collegeportraits.org/FL/FIU/estimator/agree,1,1,1,9,1,1,11,1,2,2,1,2,21,1,A ,-2,-2,-2,1,1,1,1,1,FIU,2,16,14,15,8,4,15,15,2,5,33100,1,370,-2,1,State University System of Florida,112090,12086,Miami-Dade County,1226,-80.377591,25.757111
136215,Nova Southeastern University,3301 College Ave,Fort Lauderdale,FL,33314-7796,12,5,"George L. Hanbury, II",President/CEO,9542627300, ,591083502,150900,1,www.nova.edu,www.nova.edu/admissions.html,www.nova.edu/financialaid/,www.nova.edu/admissions/apply/index.html,www.nova.edu/npc/,2,1,2,9,1,1,11,1,2,2,1,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,13,18,7,6,15,16,2,5,33100,1,370,-2,2, ,-2,12011,Broward County,1223,-80.24248,26.079337
220862,University of Memphis,Southern Avenue,Memphis,TN,38152,47,5,R. Brad Martin,Interim President,9016782000, ,620649618,350900,1,www.memphis.edu,www.memphis.edu/admissions/,www.memphis.edu/financialaid/,https://collegefortn.org/applications/university_of_Memphis/apply.html,www.collegeportraits.org/TN/UofM/estimator/agree,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,11,15,8,4,15,15,2,5,32820,1,368,-2,1,The State University and Community College System of Tennessee,147010,47157,Shelby County,4709,-89.982038,35.115934
227368,The University of Texas-Pan American,1201 W University Dr,Edinburg,TX,78539-2999,48,6,Dr. Robert S. Nelsen,President,9566652011,9566652396,746002942,359900,1,www.utpa.edu,utpa.edu/admissions,utpa.edu/finaid,www.applytexas.org,portal.utpa.edu/utpa_main/dess_home/finaid_home/calculator_home,1,1,1,9,1,1,12,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,UT-Pan American | UT Pan Am | UTPA | University of Texas-Pan American | Pan American | Pan Am |,2,18,11,18,6,3,15,21,2,5,32580,1,365,-2,1,The University of Texas System,148060,48215,Hidalgo County,4815,-98.172112,26.306629
155399,Kansas State University,Anderson Hall,Manhattan,KS,66506,20,4,Kirk H. Schulz,President,7855326011,7855326393,480771751,192800,1,www.k-state.edu,www.k-state.edu/admissions/,www.k-state.edu/sfa,apply.k-state.edu/app/open/ChooseTerm_open.action,www.k-state.edu/admissions/finaid/,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,K-State,2,16,14,14,11,4,16,15,1,5,31740,1,358,-2,1,Kansas State University System,120010,20161,Riley County,2001,-96.581077,39.188616
183026,Southern New Hampshire University,2500 North River Road,Manchester,NH,03106-1045,33,1,Paul J. LeBlanc,President,6036682211,6036459610,20274509,258000,1,www.snhu.edu,www.snhu.edu/18.asp, ,www.snhu.edu/18.asp,www.aidcalc.com/snhu,2,1,2,9,1,1,12,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,SNHU,2,18,16,13,8,5,13,55,2,5,31700,1,148,74950,2, ,-2,33011,Hillsborough County,3301,-71.453938,43.039892
240444,University of Wisconsin-Madison,500 Lincoln Dr,Madison,WI,53706-1380,55,3,Rebecca Blank,Chancellor,6082621234, ,396006492,389500,1,www.wisc.edu,www.wisc.edu/admissions/,www.finaid.wisc.edu/,www.admissions.wisc.edu/applyOnline.php,www.finaid.wisc.edu/award-estimator.php,1,1,1,9,1,1,11,1,2,2,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,8,14,12,5,16,15,1,5,31540,1,357,-2,1,University of Wisconsin System,155010,55025,Dane County,5502,-89.405356,43.073858
232557,Liberty University,1971 University Blvd,Lynchburg,VA,24515,51,5,"Jerry L. Falwell, Jr.",President,4345822000,4345822187,540946734,2053000,1,www.liberty.edu,www.liberty.edu/admissions,www.liberty.edu/financialaid,www.liberty.edu/apply,www.liberty.edu/npc/1314/userInfo?fn=null&ln=null&ad=null&ci=null&st=null&zc=null&ph=null&em=null&s=null&l=null,2,1,2,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,7,8,8,5,16,21,2,5,31340,1,-2,-2,2, ,-2,51680,Lynchburg city,5106,-79.179688,37.350345
229115,Texas Tech University,Broadway and University Avenue,Lubbock,TX,79409-5005,48,6,"M. Duane Nellis, Ph.D",President,8067422011,8067420062,756002622,364400,1,www.ttu.edu,www.admissions.ttu.edu/,www.fina.ttu.edu/,www.applytexas.org/,www.depts.ttu.edu/financialaid/calculators.asp,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,14,15,11,4,16,15,2,5,31180,1,352,-2,1,Texas Tech University System,148050,48303,Lubbock County,4819,-101.876917,33.580309
157289,University of Louisville,2301 S 3rd St,Louisville,KY,40292-0001,21,5,James R. Ramsey,President,5028525555, ,611014882,199900,1,www.louisville.edu,louisville.edu/admissions/,https://vhost.louisville.edu/student/services/fin-aid/devfinaid/index.php,louisville.edu/admissions/apply/,louisville.edu/financialaid/how-to-apply/additional-information.html,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,11,5,15,15,2,5,31140,1,350,-2,2, ,-2,21111,Jefferson County,2103,-85.758843,38.215752
110529,California State Polytechnic University-Pomona,3801 West Temple Avenue,Pomona,CA,91768,6,8,J. Michael Ortiz,President,9098697659, ,954255659,114400,1,www.csupomona.edu,dsa.csupomona.edu/admissions/,www.dsa.csupomona.edu/financial_aid/,www.csumentor.edu/,www.csumentor.edu/finaid/pais/,1,1,1,9,1,1,12,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,13,4,11,3,15,21,2,5,31080,1,348,-2,1,California State University,106020,6037,Los Angeles County,635,-117.819019,34.054273
110565,California State University-Fullerton,800 N State College Blvd,Fullerton,CA,92831-3599,6,8,Mildred Garc¡a,President,6572782011, ,330632102,113700,1,www.fullerton.edu,www.fullerton.edu/admissions/,www.fullerton.edu/financialaid/,www.csumentor.edu/,www.csumentor.edu/finaid/pais/,1,1,1,9,1,1,14,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,Cal State Fullerton,2,18,11,4,8,4,15,21,2,5,31080,1,348,-2,1,California State University,106020,6059,Orange County,639,-117.885349,33.883627
110583,California State University-Long Beach,1250 Bellflower Blvd,Long Beach,CA,90840-0115,6,8,Donald Para,Interim President,5629854111, ,931150363,113900,1,www.csulb.edu,www.csulb.edu/student-info/admissions.html,www.csulb.edu/depts/enrollment/financial_aid/types_aid.html,www.csumentor.edu/AdmissionApp/,www.csumentor.edu/finaid/pais/,1,1,1,9,1,1,14,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Cal State Long Beach,2,18,11,4,11,4,15,21,2,5,31080,1,348,-2,1,California State University,106020,6037,Los Angeles County,647,-118.1123,33.782752
110592,California State University-Los Angeles,5151 State University Dr,Los Angeles,CA,90032,6,8,James M Rosser,President,3233433000, ,946001347,114000,1,www.calstatela.edu,www.calstatela.edu/univ/admiss/,www.calstatela.edu/univ/finaid/,www.csumentor.edu/,www.csumentor.edu/finaid/pais/,1,1,1,9,1,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,14,4,6,4,15,21,2,5,31080,1,348,-2,1,California State University,106020,6037,Los Angeles County,634,-118.168965,34.066927
110608,California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,6,8,Dianne F Harrison,President,8186771200, ,946001347,115300,1,www.csun.edu,www.csun.edu/anr/,www.csun.edu/financialaid/,www.csumentor.edu/AdmissionApp/,www.csumentor.edu/finaid/pais/,1,1,1,9,1,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,11,4,6,4,15,21,2,5,31080,1,348,-2,1,California State University,106020,6037,Los Angeles County,630,-118.526817,34.23671
110653,University of California-Irvine,501 Aldrich Hall,Irvine,CA,92697,6,8,Michael V. Drake,Chancellor,9498245011, ,952226406,131400,1,www.uci.edu/,www.admissions.uci.edu/,www.ofas.uci.edu/,www.universityofcalifornia.edu/apply,www.ofas.uci.edu/content/Calculator.aspx,1,1,1,9,1,1,11,1,2,1,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1,UCI |UC Irvine,2,15,5,14,13,4,16,15,2,5,31080,1,348,-2,1,University of California,106080,6059,Orange County,645,-117.841248,33.648434
110662,University of California-Los Angeles,405 Hilgard Ave,Los Angeles,CA,90095-1405,6,8,Dr. Gene D. Block,Chancellor,3108254321, ,956006143,131500,1,www.ucla.edu/,www.admissions.ucla.edu/,www.fao.ucla.edu/,www.universityofcalifornia.edu/admissions/how-to-apply/apply-online/index.html,www.fao.ucla.edu/aid_estimator/,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,UCLA,2,15,5,14,13,5,16,15,2,5,31080,1,348,-2,1,University of California,106080,6037,Los Angeles County,633,-118.443901,34.068892
123961,University of Southern California,University Park,Los Angeles,CA,90089,6,8,C.L. Max Nikias,President,2137402311, ,951642394,132800,1,www.usc.edu/,www.usc.edu/admission/,www.usc.edu/admission/fa/,www.usc.edu/admission/undergraduate/apply/index.html,www.usc.edu/admission/fa/applying_receiving/undergraduates1/netpricecalculator.html,2,1,2,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,USC,2,15,11,14,13,5,16,15,2,5,31080,1,348,-2,2, ,-2,6037,Los Angeles County,637,-118.283858,34.021058
230728,Utah State University,Old Main Hill,Logan,UT,84322-1400,49,7,Stan L. Albrecht,President,4357971000,4357973708,876000528,367700,1,www.usu.edu,www.usu.edu/admissions,www.usu.edu/finaid/,www.usu.edu/admissions/applyonline/,www.usu.edu/netprice/,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,14,17,11,3,15,15,1,5,30860,1,-2,-2,1,Utah System of Higher Education,149020,49005,Cache County,4901,-111.81391,41.740748
181464,University of Nebraska-Lincoln,14th and R St,Lincoln,NE,68588,31,4,Harvey Perlman,Chancellor,4024727211, ,470049123,256500,1,www.unl.edu/,admissions.unl.edu/,www.unl.edu/scholfa/,admissions.unl.edu/apply/,wam.unl.edu/cost/calculator.jsp,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,14,15,13,4,16,15,1,5,30700,1,339,-2,1,University of Nebraska,131020,31109,Lancaster County,3101,-96.702177,40.822272
157085,University of Kentucky,South Limestone,Lexington,KY,40506-0032,21,5,Dr. Eli Capilouto,President,8592579000, ,616001218,198900,1,www.uky.edu,www.uky.edu/Admission,www.uky.edu/FinancialAid,www.uky.edu/Admission/apply.htm,npc.collegeboard.org/student/app/uky,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,10,5,16,15,1,5,30460,1,336,-2,2, ,-2,21067,Fayette County,2106,-84.509177,38.032393
155317,University of Kansas,"Strong Hall, 1450 Jayhawk Blvd, Room 230",Lawrence,KS,66045,20,4,Bernadette Gray-Little,Chancellor,7858642700, ,481124839,194800,1,www.ku.edu,www.admissions.ku.edu,affordability.ku.edu/steps/,www.admissions.ku.edu/apply,affordability.ku.edu/cs/calculator.shtml,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,"University of Kansas | Univ of Kansas | Kansas University | KU | Kansas Jayhawks | Univ of KS |University of KS | Kansas Univ | Kansas U, KUMC, University of Kansas Medical Center, KU Medical Center, Kansas University Medical Center",2,15,11,14,13,5,15,15,2,5,29940,1,312,-2,1,Kansas State University System,120010,20045,Douglas County,2002,-95.24587,38.957351
182281,University of Nevada-Las Vegas,4505 S Maryland Pky,Las Vegas,NV,89154,32,8,Neal Smatresk,President,7028953011,7027748008,886000024,256900,1,go.unlv.edu/,web.unlv.edu/admissions/,finaid.unlv.edu/,web.unlv.edu/admissions/apply.html,cashiering.unlv.edu/undergrad_calc.html,1,1,1,9,1,1,11,1,2,2,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1,UNLV,2,16,14,14,7,4,15,16,2,5,29820,1,332,-2,1,Nevada System of Higher Education,132010,32003,Clark County,3201,-115.141153,36.106994
171100,Michigan State University, ,East Lansing,MI,48824-1046,26,3,Lou Anna K Simon,President,5173551855, ,386005984,229000,1,www.msu.edu,www.admissions.msu.edu/,www.finaid.msu.edu/,www.admissions.msu.edu/apply.asp,finaid.msu.edu/calc.asp,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,MSU|Spartans|MI State University|State|MI State U,2,15,11,14,12,4,16,15,1,5,29620,1,330,-2,2, ,-2,26065,Ingham County,2608,-84.473639,42.72476
243780,Purdue University-Main Campus,Hovde Hall of Administration,West Lafayette,IN,47907-2040,18,3,Mitch Daniels,President,7654944600, ,356002041,182500,1,www.purdue.edu,www.purdue.edu/purdue/admissions/index.html,www.purdue.edu/dfa/,admissions.purdue.edu/apply_now/apply_now.html,www.purdue.edu/DFA/estimator,1,1,1,9,1,1,11,1,2,2,1,2,22,1,A ,-2,-2,-2,1,1,1,1,1,Purdue-West Lafayette|Purdue|PU|Purdue-WL,2,15,14,14,12,4,16,15,1,5,29200,1,320,-2,1,Purdue University,118070,18157,Tippecanoe County,1804,-86.914435,40.428206
221759,The University of Tennessee-Knoxville,527 Andy Holt Tower,Knoxville,TN,37996,47,5,Dr. Joe DiPietro,President,8659741000,8659742175,626001636,353000,1,www.tennessee.edu,admissions.utk.edu,finaid.utk.edu,vip.utk.edu,www.collegeportraits.org/TN/UTK/estimator/,1,1,1,9,1,1,11,1,2,2,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,13,5,16,15,1,5,28940,1,314,-2,1,The University of Tennessee System,147020,47093,Knox County,4702,-83.929696,35.955093
